EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,BEGIN_LAT,BEGIN_LON
265960,FLORIDA,12,2010,January,Tornado,1,0,0,0,1.00M,,,,EF0,7.34,265,28.2537,-80.7246
267414,ILLINOIS,17,2010,December,Tornado,1,0,0,0,12.00M,0.00K,,,EF3,3.63,200,39.9842,-89.862
267539,ARKANSAS,5,2010,December,Tornado,1,0,0,0,100.00K,0.00K,,,EF2,4,250,36.1603,-94.3355
234888,ILLINOIS,17,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,37.72,-89.22
228192,FLORIDA,12,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,30.55,-81.73
238871,GEORGIA,13,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,33.9762,-84.5797
246794,GEORGIA,13,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,33.3964,-84.8736
242321,ALABAMA,1,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,34.5633,-85.7301
241511,ALABAMA,1,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,34.72,-87.13
229837,CONNECTICUT,9,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,41.7157,-73.2639
230325,CONNECTICUT,9,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,41.8245,-73.2144
227518,TEXAS,48,2010,June,Lightning,1,0,1,0,0.00K,0.00K,,,,,,29.5936,-94.3868
240635,MARYLAND,24,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,39.7,-75.87
242829,GEORGIA,13,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,32.87,-85.18
246782,GEORGIA,13,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,34.0595,-84.6858
246325,GEORGIA,13,2010,June,Lightning,1,0,1,0,0.00K,0.00K,,,,,,33.4473,-84.1469
266176,NEW YORK,36,2010,October,Lightning,1,0,0,0,0.00K,0.00K,,,,,,40.83,-73.11
202850,FLORIDA,12,2010,January,Tornado,1,0,0,0,1.00M,,,,EF0,7.34,265,28.2537,-80.7246
245455,WISCONSIN,55,2010,June,Tornado,15,0,0,0,20.60M,0.00K,,,EF2,5.22,880,42.8683,-88.5041
266135,VIRGINIA,51,2010,October,Tornado,1,0,0,0,500.00K,0.00K,,,EF1,2.36,200,37.5692,-77.4552
260302,TENNESSEE,47,2010,October,Tornado,6,0,0,0,200.00K,0.00K,,,EF2,1.2,100,35.1216,-85.1925
265195,ALABAMA,1,2010,October,Lightning,1,0,0,0,0.00K,0.00K,,,,,,34.35,-86.3
244798,FLORIDA,12,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,25.9256,-80.1801
236671,IOWA,19,2010,June,Tornado,1,0,0,0,250.00K,0.00K,,,EF1,2.2,150,42.0834,-90.6883
245496,NORTH DAKOTA,38,2010,June,Tornado,1,0,0,0,,,,,EF4,9,150,47.54,-97.3
247068,MAINE,23,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,44.55,-69.63
210773,ALABAMA,1,2010,January,Tornado,1,2,0,0,,0.00K,,,EF2,6.6,150,34.7,-86.6398
238661,MINNESOTA,27,2010,June,Tornado,1,0,0,0,0.00K,0.00K,,,EF2,2.49,100,43.8947,-93.0903
244746,FLORIDA,12,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,26.9402,-80.1025
246107,IOWA,19,2010,June,Lightning,1,1,0,0,25.00K,0.00K,,,,,,40.82,-91.08
238951,IOWA,19,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,40.81,-91.12
243974,WISCONSIN,55,2010,June,Tornado,1,0,0,0,75.00K,,,,EF1,4.6,100,42.7031,-87.9153
240665,TENNESSEE,47,2010,June,Lightning,1,0,0,0,,,,,,,,35.6877,-87.2193
245002,ILLINOIS,17,2010,June,Lightning,1,0,0,0,0.00K,0.00K,,,,,,41.4429,-90.597
245889,MINNESOTA,27,2010,June,Tornado,1,0,0,0,,,,,EF1,2,50,47.93,-96.38
226112,ILLINOIS,17,2010,June,Tornado,1,0,0,0,600.00K,0.00K,,,EF3,7.75,175,41.0636,-87.7523
246134,GEORGIA,13,2010,June,Lightning,1,0,0,0,,,,,,,,31.85,-81.6
