year,country,co2,co2_per_capita,co2_per_unit_energy,coal_co2,cement_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,total_ghg,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
1950,Lithuania,6.968,2.714,0.0,2.324,0.077,0.0,0.156,4.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Luxembourg,7.419,25.064,0.0,7.181,0.065,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3954362886.0,0.0,0.0,0.0
1950,Madagascar,0.304,0.074,0.0,0.161,0.004,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7004582492.0,0.0,0.0,0.0
1950,Malawi,0.235,0.079,0.0,0.184,0.006,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1453365600.0,0.0,0.0,0.0
1950,Malaysia,3.655,0.598,0.0,0.388,0.0,0.0,0.112,3.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15987990515.0,0.0,0.0,0.0
1950,Malta,0.245,0.787,0.0,0.048,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490733529.0,0.0,0.0,0.0
1950,Martinique,0.055,0.248,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Mauritius,0.202,0.408,0.0,0.131,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897166340.0,0.0,0.0,0.0
1950,Mexico,30.508,1.092,0.0,1.858,0.756,2.678,1.535,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99982981800.0,0.0,0.0,0.0
1950,Moldova,7.29,3.114,0.0,4.42,0.047,0.0,0.085,2.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Mongolia,0.286,0.366,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527383000.0,0.0,0.0,0.0
1950,Montenegro,0.263,0.666,0.0,0.247,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,Morocco,2.56,0.285,0.0,0.827,0.16,0.0,0.0,1.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21667307496.0,0.0,0.0,0.0
1950,Mozambique,0.901,0.151,0.0,0.715,0.025,0.0,0.0,0.161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11288300058.0,0.0,0.0,0.0
1950,Myanmar,0.802,0.045,0.0,0.41,0.0,0.0,0.004,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12296711567.0,0.0,0.0,0.0
1950,Nepal,0.026,0.003,0.0,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7209980000.0,0.0,0.0,0.0
1950,Netherlands,51.286,5.107,0.0,42.667,0.294,0.0,0.015,8.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96665091066.0,0.0,0.0,0.0
1950,New Caledonia,0.22,3.391,0.0,0.183,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,New Zealand,8.569,4.491,0.0,5.833,0.127,0.0,0.0,2.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25722110490.0,0.0,0.0,0.0
1950,Nicaragua,0.19,0.147,0.0,0.0,0.007,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2816370000.0,0.0,0.0,0.0
1950,Nigeria,2.257,0.06,0.0,1.729,0.0,0.0,0.0,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38156326800.0,0.0,0.0,0.0
1950,North America,2744.654,12.186,0.0,1356.235,22.316,45.8,325.222,990.094,4.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,North America (excl. USA),203.293,3.061,0.0,99.003,2.315,2.678,6.003,93.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,North Korea,0.78,0.074,0.0,0.374,0.0,0.0,0.0,0.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,North Macedonia,1.946,1.552,0.0,1.717,0.05,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
